Script#58
*	BG	Camp
*	BGM	BGM_Sad

*	SE	Fire
bianca	-	(끝났군.)
arcadia	-	끝났군요.
blank	-	어쩔 수 없었다. 이건 옳은 일이었다. 이렇게 하지 않으면 우리 병사들이 위험해졌을 것이다.
*	SE	Gun
grenev	-	…….
*	SE	Reload
blank	-	자세히 살펴보니, 바닥에 쓰러져 죽은 사람을 목표물 삼아 사격 연습을 하고 있었다.
bianca	-	어, 언니, 뭐 하는 거야……? 끝났으니 빨리 가자.
blank	-	온통 피 냄새, 불타는 냄새, 썩는 냄새만이 가득한 이 장소를 조금이라도 빨리 벗어나고 싶었다.
grenev	-	아, 먼저 가. 난 조금만 더 놀다가 알아서 복귀할 테니까.
bianca	-	노, 논다고?
grenev	-	이런 기회는 좀처럼 없잖아?
*	SE	Gun
blank	-	적당히 대답하면서 쏴도 명중이다. 정확히 심장이 있던 위치.
*	SE	Reload
blank	-	놀라운 실력이지만, 지금은 그런 것에 신경쓸 때가 아니다.
bianca	-	(우윽.)
blank	-	속이 울렁거린다. 어지럽다.
blank	-	주변을 둘러보자 아르카디아는 어느 새 자기 부대를 복귀시킨 후 한참 앞서서 돌아가고 있었다.
bianca	-	(이, 일단 돌아가자.)
blank	-	이 일을 하면서 죽고 죽이는 건 당연히 처음이 아니다. 그런데 왜…….
blank	-	그 순간 시야가 한 바퀴 돌았다.
*	SE	Fall
bianca	-	(뭐지……?)
blank	-	쓰러졌다는 사실을 뒤늦게야 깨달으면서, 의식이 먼 곳으로 사라져갔다.

*	Script	Scene#30-1
