#7-1				
*	BGM	BGM_Normal
*	Gray
*	BG	City
blank	-	<color=yellow>제국력 518년 1월 23일, 항구도시 포르투</color>
eren	-	오랜만의 고향 방문인가…….
*	Glos	루아 왕국2
luvericha	-	<color=red>루아</color>가 고향이라고? 대체 몇 살 때 이렇게 먼 곳까지 온 거야?
blank	-	연회장에 쳐놓은 황제의 함정에서 탈출할 때, 내가 만들어놓은 틈새로 같이 빠져나온 녀석이 있었다.
eren	-	(이크, 말조심해야겠군.)
blank	-	이 모습으로 혼자 다니는 것보다는 의심을 덜 사기 위해 어쩔 수 없이 동행하긴 했지만, 생각보다 불편하다.
eren	-	……너랑 상관없는 일이니 신경 꺼.
luvericha	-	이 나라에서 있었던 일은 다 잊어버려. 그게 너한테도 훨씬 나을 거야.^고향이면 부모님도 계셔?
eren	-	부모? 아, 그렇게 불리던 자들이 있긴 했지. 이미 죽었지만.
luvericha	-	그, 그렇구나.
blank	-	두려움에 질린 채 머저리들과 함께 나를 악마로 몰아붙이던 그 눈동자를 아직도 잊지 못한다.
eren	-	(변변찮고 쓸모도 없었던 주제에 유세나 떨다가 정작 필요로 할 땐 배신하던 게……!)
*	SE	Shield
*	Glos	핀토스의 반지1
blank	-	그 순간 주먹 쥔 손에서 <color=red>반지</color>가 빛을 발하며 신호를 전달하기 시작했다.
*	FO			
*	FI			
*	Colorful			
*	BG	InCamp
blank	-	<color=yellow>제국력 518년 1월 24일, 유니티 제국</color>
*	App	left	eren
blank	-	결국 작은 화물선의 짐칸에 함께 들어앉아 있다.^다만 목적지는 루아 왕국이 아니라 강의 상류, 다시 유니티 제국.
eren	-	(레이나 핀토스가 가문 사람들을 불러모으고 있어.^물론 통신 신호 체계가 황제 측에 유출됐다면 함정일 수도 있지만……)
blank	-	분명 이 사건의 뒤에는 세계를 뒤엎을 비밀이 있다.^지금 도망치면 그걸 알아낼 기회는 영원히 없을지도 모른다.
eren	-	(이 세상에 내가 모르는 진실이 있어서는 안 돼. 절대로.)
blank	-	인간은 자기가 이해하지 못하는 것을 두려워하고,^비이성적인 공포는 파멸로 이끈다.
eren	-	(그렇다면, 나는 모든 것을 알아내겠어. 그들처럼 타락하지 않기 위해.)
luvericha	-	마음 같아서는 네가 핀토스 같은 곳에서는 벗어났으면 좋겠어.^그래도 다 자랄 때까지는 보호자가 필요하겠지.
eren	-	(헛소리. 내가 자랄 일은 영원히 없다고.)
eren	-	자기 앞가림이나 잘 하시지.^넌 루시안 하스켈의 동생이잖아. 원수지간이면서 왜 따라다니는 거야?
blank	-	루시안 하스켈. 그 이름을 들었을 때 명백히 안색이 바뀌었다가 애써 평정을 가장하는 모습이 역력했다.
eren	-	너한테 난 원수인 핀토스의 버릇없는 꼬맹이잖아.^왜 그런 놈 뒤치다꺼리를 사서 해? 바보냐?	
luvericha	-	……난 원래 죽었어야 할 목숨이었어.
eren	-	뭐라고?
luvericha	-	루시안…… 오빠가 나를 두 번이나 구했어.
luvericha	-	나는 원래 하스켈 가에서 태어나지 않았다는 건 사교계에 다 퍼진 사실이니까 알겠지?
luvericha	-	오빠가 길거리에서 죽어가던 날 데려오고, 기억이 없어서 불안해할 때 돌봐줬거든. 그리고……
luvericha	-	핀토스 저택의 연회에서, 나 대신, 괴물에게, 당했어. 그, 다음, 에는……
blank	-	갈수록 안색이 심하게 나빠지더니 말을 제대로 잇지 못했지만, 하스켈 가의 대외적 주장과 같다면 성격이 이상하게 변하더니 난동을 피운 끝에 자살했다는 거겠지. 더 들을 필요는 없다.
*	Glos	루시안 하스켈2
eren	-	(죽은 사람의 뜻을 잇겠다, 뭐 그런 건가?^하긴, <color=red>하스켈 동생</color>도 호구로 유명했으니까…….)
blank	-	애처럼 보이는 건 편할 때도 있지만 이럴 때는 불편하긴 하다.
luvericha	-	그 사람들을 찾아주고 나면 돌아갈 거야.^……그 사람들과 마주치고 싶지는 않으니까.
eren	-	귀찮은데 고집까지 세시군…….
*	BGM	BGM_Tense		
*	SE	Door
blank	-	갑자기 문이 열렸다.
man3	-	야! 꾸물대지 말고 빨리 들어가!
blank	-	남루한 차림의 무리가 윽박지르자, 여러 명의 아이들이 겁에 질린 표정으로 머뭇거리면서도 시키는 대로 따르고 있었다.
eren	-	(음?)	
blank	-	여자는 완전히 움직임을 멈춘 채 눈동자가 심하게 흔들리고 있었다.	
luvericha	-	…….	
eren	-	뭐 하는 거야?
luvericha	-	아, 아니…… 나도 잘 모르는 기억이 떠올라서 그만.	
man1	-	뭐야, 저것들은. 둘 다 너무 커서 안 받아줄 것 같은데, 어디다 쓰려고.	
eren	-	('받아준다'고……?)
man2	-	두목님 말씀 못 들었냐? 그냥 손님 취급하라고 하셨잖아.
man3	-	손님? 웬 손님이야?
