Script#50
*	BG	City_Night
*	BGM	BGM_Sad

blank	-	총리는 만족한 듯했다. 바로 다음 날 전선으로 출발하기로 결정한 후 숙소로 돌아왔지만, 쉽게 잠들 수 없었다.
blank	-	야외에 마련된 테라스에는 이미 여러 사람이 나와 있었다. 다들 비슷한 상황인 걸까.
kashasty	-	……있잖아요.
kashasty	-	아까 낮에 봤던 사람들. 생각이 다르다는 이유로 그렇게까지 하는 걸까요? 자기가 죽으면 아무것도 안 남는데…….
ratice	-	정확히는 본인들이 아닙니다.
json	-	그렇다면?
ratice	-	모든 가능성을 잃고 삶에 절망한, 그리고 복수심에 불타는 사람들.
ratice	-	무정부파는 그런 사람들을 데려다 전력으로 삼고, 목적을 위해 소모품처럼 내버리죠.
blank	-	겨울의 막바지, 서늘한 공기 속에서 파라솔을 두드리는 빗방울만이 묵묵히 연주하고 있었다.
ratice	-	전 몇몇 사례를 본 적이 있어요. 남북전쟁에서 모든 가족을 잃은 이. 치안총국에 의해 낙인이 찍혀서 모든 사회적 활동이 막혀버린 이.
kashasty	-	그, 그렇다고 어떻게 목숨까지 내버리면서……
karldrich	-	좋은 집 아가씨로 자란 사람은 모르겠지. 사람이 환경에 내몰리면 어디까지 갈 수 있는지를.
blank	-	그는 조각칼로 자신의 대나무 창을 다듬으며 중얼거렸다.
kashasty	-	(출신을 마음대로 할 수 있는 것도 아니잖아?)
blank	-	그것을 입 밖에 낼 만큼 어리석지는 않다. 이 화제에 있어서 지금은 명백히 불리한 입장이니까.
blank	-	억울하다는 생각은 들었지만 출신 가문도, 그래서 그들의 세계를 모른다는 것도 사실이기 때문에 달리 할 말이 없었다.
karldrich	-	난 말이야, 일곱 살부터 과수원에서 일했어.
karldrich	-	그 넓은 땅을 돌면서 물 주고, 벌레 잡고, 가을이면 열매 따고. 하루 열두 시간씩 휴일 없이 일하면서 한 푼도 못 받았지.
curi	-	안 주는데 일을 왜 해요?
karldrich	-	밥을 주니까. 집에는 밥이 없잖아?
curi	-	으엑…….
blank	-	경악한 표정으로 눈을 크게 뜬 채 입을 가린 모습은 좀 우스웠지만, 확인할 수 없는 내 얼굴도 크게 다르지 않았을 것이다.
kashasty	-	그, 그런.
karldrich	-	조금 더 커서는 작업장에서 허드렛일을 했지. 밥 나르고, 설거지 하고, 심부름 하고. 그러면서 일 배워서 직접 작업도 하고.
karldrich	-	근데 머리가 굵어서 생각해 보니까 내 인생에 답이 안 보이더라. 평생 그러고 살긴 싫잖아.
karldrich	-	그래서 공부를 해서 어떻게든 해결할 생각이었지만 세상의 더러움은 내 상상을 뛰어넘었던 거야.
kashasty	-	더러움……?
blank	-	그는 어느 정도 마음에 찼는지 조각칼을 내려놓고 대나무 창을 들어서 무게중심을 가늠하며 날카로운 질문을 내놓았다.
karldrich	-	생각해본 적 없냐? 어떻게 이런 나뭇조각으로 쇠 갑옷을 뚫을 수 있는지.
json	-		……그런가? 넌 원래 이상한 놈이라고 여기다 보니 생각해본 적이 없군.
karldrich	-	껄껄, 이놈 봐라.
blank	-	너털웃음을 터뜨리더니 순식간에 정색하는 표정으로 돌아왔다.
karldrich	-	난, 마법사다. 이론만 제법 익히고 스승이 없어서 제대로 된 주문은 못 쓰지만……
karldrich	-	주변의 흐름을 순간적으로 한 점에 집중시켜서, 날카롭게 만드는 정도는 할 수 있지.
json	-	그런가. 철제 무기보다 가벼운 만큼 빠르게 움직인다는 장점도 있겠군.
karldrich	-	그건 사실이지만, 여기서 중요한 건 아니고.
blank	-	창을 내려놓고 자리에서 일어났다.
karldrich	-	난 면접에서 교수에게 자기 연구실에 들어올 생각 없냐는 말까지 들었던 사람이야.
curi	-	……자기 과시?
karldrich	-	그런데 결과를 보니 탈락이더라고. 왜일까? 이 자리에 아는 사람이 있을 것도 같은데?
kashasty	-	……!!
ratice	-	그래서 그렇게 된 거였나.
karldrich	-	뭐, 그렇지.
blank	-	두 사람은 인터내셔널 외에도 접점이 있는 것 같다.
karldrich	-	어쩌다 보니 감옥도 갔는데, 웃긴 게 뭔지 알아? 감옥에 있을 때가 그 전까지의 생활보다 힘들지 않더라고. 오히려 편한 쪽?
json	-	어처구니없는 희극이군.
karldrich	-	내 인생의 길은 거기서 찾았어. 같은 방에 조직 사람이 있었거든.
kashasty	-	(그런 삶이 있을 수 있다니…….)
blank	-	가문은 항상 방해하는 존재였다. 불편한 예법을 강요하고, 싫은 공부를 시키고, 정작 공부를 할 생각이 들자 그 방향마저 통제하려 들 만큼.
blank	-	하지만 그런 세계가 있다는 사실조차 모르는 사람이, 세상의 대부분이다.
karldrich	-	아무튼 말이지, 그때 방황하던 나한테 빌어먹을 세상에 같이 엿이나 먹이자고 꼬시는 녀석이 있었다면 아마 넘어갔을 걸.
karldrich	-	희망도 목표도 잃은 사람은 무슨 짓이든 저지를 수 있거든.
kashasty	-	(내가 지금까지 해낸 건, 내 능력이 아니라…… 운이 좋았기 때문, 인 걸까?)
ratice	-	무정부파의 주장도 전혀 일리가 없는 건 아니에요. 연방도 이상과는 거리가 먼 곳이라는 것도 인정하고.
ratice	-	하지만 그런 처지의 사람들을 이용하는 방식은 용납할 수 없습니다.
ratice	-	……일단 눈앞의 문제는 제국이겠죠. 시간이 늦었으니 이만 들어가야겠군요.
*	SE	Walk
blank	-	사람들은 적당히 흩어졌다. 방으로 돌아갈까 하다가, 문득 드레스를 입을 때마다 연습해서 몸에 익어버린 일자걸음으로 걷는 자신을 발견했다.
kashasty	-	앗.
*	SE	Tap
blank	-	바꾸려고 의식하는 순간 넘어지고 말았다.

*	Script	Scene#26-1
