Script#68
*	BG	Camp
*	BGM	Epic_Monarch
blank	-	예상치 못한 상대였지만 어렵지 않게 격파했다. 그러자 위에서 내려다보고 있던 녀석들에게 왠지 한마디 쏘아붙이고 싶어졌다.
reina	-	뭐야? 덩치만 크지 그냥 깡통이잖아. 저택에 있던 인형들도 이것보단 낫겠다.
aron	-	아직 시제품이야! 조정만 끝나면 너 같은 못난이가 만든 건 상대도 안 되는 물건이 될 거다!
sepia	-	적과 쓸데없는 말싸움은 그만두시죠. 연방군과의 실전 자료는 충분히 수집했으니 후퇴합니다.
reina	-	(……못난이.)
blank	-	아론은 어릴 때 나를 그렇게 부르곤 했다. 핀토스의 사람이라면 당연히 마법과 마술에 뛰어나야 하는데 나는 아무것도 할 줄 모른다는 이유로.
blank	-	그 말은 몸이 망가져 주문을 쓰지 못하는 엄마를 모욕하는 말이기도 해서 화가 났지만, 싸우면 매번 졌다. 주문을 쓸 수 없으니까.
blank	-	하지만 지금은…… 그런데 나는 왜 마술사가, 핀토스의 대표가 됐지?
reina	-	(기억이, 잘 나지 않아.)
aron	-	언젠가 내가 직접 네 심장을 부숴주지. 진정한 핀토스의 대표로서 말이야.
triana	-	그렇게 두진 않아!
reina	-	트리아나…….
aron	-	뭐야, 저택에서 기사랍시고 밥이나 축내던 머저리인가. 큭큭, 네놈 따위가 뭘 할 수 있다고 나서는 거냐.
kashasty	-	핀토스의 대표는 레이나에요. 기사의 한 사람으로서 당신은 인정하지 않겠어.
aron	-	제기랄……
blank	-	그는 눈을 부릅뜨고 주먹 쥔 손을 분노로 떨더니 가까이 있던 기계로 다가갔다.
aron	-	할아버지도! 아버지도! 죄다 저 못난이만 싸고 돌고! 레이나 레이나, 시끄럽다고!!
aron	-	가문의 대표는 나다! 저 가짜는 지금 당장 죽여버리겠어!
sepia	-	멈춰요! 지금 지휘관은 접니다!
aron	-	너도 쫑알쫑알 잔소리하지 말고 닥쳐!!!
*	SE	InvasionAlarm
blank	-	그는 뒤쪽에 있던 기계 병사에게 다가가더니…… 안으로 들어갔다?!
eugene	-	뭐야, 안에 사람이 들어가는 거였어?!
reina	-	저택에 있던 걸 역설계해서 만든 게 아닌 건가?!
aron	-	이 핀토스 공작에게 반항하는 것들은 모두 죽여버리겠어! 쓸모없는 자식들, 내가 직접 해치워 주지!
deus	-	다른 것들도 모두 마찬가지군. 사람이 들어 있었네.
blank	-	근처에 있던 몇 개를 열어보고는 모두 마찬가지라는 결론을 내렸다.
ratice	-	……역시, 이건.
karldrich	-	그러고 보니 이걸 아는 눈치던데, 어떻게 된 거야?
ratice	-	나는, 예전에…….
blank	-	그리고, 우리 중에도 이것의 정체를 아는 사람이 있었다.
*	Script	Scene#35-1
