Script#42
*	BG	RockMountain
*	BGM	BGM_Solve

blank	-	임무를 마치자 현장의 담당자가 반갑게 맞이했다.
eichmann	-	덕분에 살았습니다. 이대로 기일을 못 맞추게 되나 싶었는데, 역시 황제 폐하께서 다 생각이 있으시군요.
noel	-	황명을 따를 뿐이오.
arcadia	-	(……본 적 있는 얼굴 같은데?)
blank	-	말과 달리 그의 표정은 상반된 감정이 반씩 섞인 듯 기묘하게 뒤틀려 있었다.
eichmann	-	아, 이게 말이죠. 십 년쯤 전에 모나폴리 외곽 숲지대에서 임무를 수행하다 이상한 식물에 쏘여서 그만.
blank	-	그리고, 그렇게 말하는 그의 손도 절반이 검게 변색된 채 굳어버려서 표정만큼이나 기괴했다.
eichmann	-	전염병 같은 건 아니니 안심하셔도 좋습니다.
arcadia	-	(십 년쯤 전, 모나폴리 외곽 숲지대, 식물…….)
blank	-	기회란 전혀 예상치 못한 순간에 찾아오곤 한다.
arcadia	-	(그래, 네놈이 나를 보니 손이 그렇게 된 이유가 떠올랐겠지.)
bianca	-	아니, 그런! 귀관이야말로 진정한 애국자요. 제국은 그대의 상흔을 영광스러운 훈장으로 기억할 것이오.
blank	-	비앙카가 나서서 부장이 놓은 손을 덥석 손을 잡고 위아래로 힘차게 흔들었다. ……멍청하긴.
arcadia	-	(그레네브에게 고문하는 방법이라도 배워둘 걸 그랬군.)

*	FO
*	BG	Camp
*	BGM	BGM_Prelude
*	FI

blank	-	그 이름, 들어본 적이 있다. 분명 제이선 부대에서 돌아온 생존자였다.
arcadia	-	(그새 제국군 장교로 길을 갈아탔나.)
blank	-	녀석은 다들 퇴근한 후에도 현장을 돌며 수첩에 뭔가를 꼼꼼히 적고 있었다. ……주제에 쓸데없이 성실하군.
eichmann	-	……무슨 일이십니까?
blank	-	뒤에서 다가가는 기척을 느꼈는지 돌아보고 떨떠름한 얼굴로 물었다.
blank	-	대답하기 전에, 방심하고 있을 때 제압해야 한다. 상대도 한때 집행부 소속이었던 만큼 무위를 얕볼 수 없다.
*	SE	Wind
blank	-	이쪽을 바라본 놈의 등 뒤에서 가시덩굴이 솟아나 팔다리를 붙들었다. 이제 도망갈 수단은 없다.
eichmann	-	……이게 뭐 하는 짓이지?
arcadia	-	타 기관이라지만 관례상 상급자에게 경어도 집어치웠군. 뭐, 좋아. 네놈에게 들어봤자 속이 메스꺼울 뿐이니까.
eichmann	-	뭐 하는 짓이냐고 물었다!
arcadia	-	'대화'라는 것에는 적절한 준비 작업이 필요하다네, 에히만 소좌.
arcadia	-	지금은 스스로가 불리한 위치에 있다는 자각이 들지 않나? 만약 그렇다면 자네는 구제할 길 없는 돌대가리겠지.
eichmann	-	…….
arcadia	-	그렇지 않아서 다행이군. 나도 자네 얼굴을 오래 보는 건 즐겁지 않으니 서로를 위해 빨리 본론으로 들어가자고.
arcadia	-	11년 전, 모나폴리 외곽 숲에서 어린아이를 납치해 간 적이 있지?
blank	-	표정이 변했다. 설마 그걸 물을 거라고는 상상조차 못 했겠지.
arcadia	-	아니 아니, 이제 와서 죄를 묻겠다는 건 아니니까 걱정 말라고.
arcadia	-	설령 고발당한다 한들 11년 전 사건으로 제국군 장교가 처벌되지는 않을 테지.
eichmann	-	그래서 목적이 뭐냐.
arcadia	-	그 아이는 어디로 갔지? 넌 무슨 목적으로 그런 짓을 한 거냐?
eichmann	-	……모른다.
arcadia	-	에히만 소좌. 지금은 변방까지 파견을 나왔지만 집은 모나폴리 동부에 있군. 늙은 아비와 어린 아들 둘뿐인가?
eichmann	-	이 자식, 그, 그걸 어떻게?
arcadia	-	넌 최근까지 친위국 소속이었지. 난 정보부나 인사과에도 자주 드나드니 알아낼 수단은 얼마든지 있다고.
eichmann	-	내규 위반이다!
arcadia	-	그래서, 고발해 볼 텐가?
arcadia	-	나도 여기에 있지만, 모나폴리에서 움직일 수 있는 수단은 꽤 있어. 그리고 네 집이 어딘지도 알지.
blank	-	이건 허세다. 기껏해야 정보부의 귀찮은 일을 대신해주고 평판을 조금 쌓은 것 외에 내가 모나폴리에 가진 건 아무것도 없다.
blank	-	하지만, 이쪽이 거짓말이라고 완전히 확신하지 못하는 한, 망설일 수밖에 없겠지.
eichmann	-	……당시 난 모나폴리 사령부 특무부대 병사였다. 친위국 설립 전에 비슷한 역할을 맡던 곳이었지.
blank	-	드디어, 첫 단계를 찾았다. 여기서부터 시작해서 단서를 따라 나가면 된다. 길이 보인다.
eichmann	-	상부의 명령대로, 정해진 숫자만큼 채워서 넘겼을 뿐이다.
*	SE	Smite
blank	-	얼굴을 주먹으로 후려갈겼다. 격투에는 익숙하지 않다 보니 손도 얼얼하지만, 그런 건 아무래도 상관없다.
eichmann	-	퉷. 성질 더러운 미개종이군.
blank	-	입에서 피를 뱉어내면서도 기세는 꺾이지 않았지만, 별로 칭찬해 줄 마음은 들지 않았다.
arcadia	-	물건 취급하지 마. 다시 한번 그딴 식으로 말하면 사지를 갈기갈기 찢어서 땅의 거름으로 만들어주겠어.
blank	-	그대로 발길을 돌려 주둔지를 향했다. 등 뒤에서는 덩굴이 사라지자 놈의 몸이 바닥에 나뒹구는 소리가 들렸다.
eichmann	-	그래, 네놈이 그 때의 빌어먹을 미개종 애새끼였단 말이지?
arcadia	-	그렇다네, 에히만 소좌. 비록 악연이지만, 더 이상 서로에게 간섭할 일은 없었으면 좋겠군.

*	Script	Scene#22-1
