Scene#9-1				
*	BG	MeetingRoom		
*	BGM	BGM_Normal		
*	Gray
blank	-	<color=yellow>제국력 518년 1월 26일, 황성, 친위국 회의실</color>	
arcadia	-	(다 부질없는 짓이었나…….)
*	BGM	BGM_Sad		
*	FO	0.5
*	BG	PartyRoom
*	Gray
*	FI	0.5
blank	-	어릴 때 괴한에게 납치된 소중한 친구 아이린.	
blank	-	아이린의 흔적을 찾아서, 권력에 가까워질수록 더 많은 정보에 접근할 수 있을 거란 생각에 사관학교에 들어갔다.	
sepia	-	…….	
blank	-	그토록 찾던 아이린은 그곳에 있었다. 하지만.	
sepia	-	아까부터 저를 빤히 쳐다보시는군요.^무슨 용건이라도 있습니까?	
blank	-	과거의 기억은 모두 잃어버린 채, 유니티 제국에 충성하는 사관후보생 '세피아 로젠힐트'가 되어 있었다.	
*	FO	0.5
*	BG	MeetingRoom
*	BGM	BGM_Normal
*	Colorful
*	FI	0.5
*	Glos	요정2
*	App	left	arcadia
blank	-	아이린을 데려간 범인. 그놈을 찾아내면 실마리를 잡을 수 있을 것이라는 일념만으로 <color=red>소수민족</color> 출신에서 오로지 노력만으로 악착같이 이 자리까지 올라왔다.
noel	-	그레네브. 아론 핀토스를 심문해서 핀토스 가문이 사용하는 통신의 해석 규칙을 알아내는 데 성공했다고?
grenev	-	물론이죠. 사람이 아프게 느끼도록 하는 건 생각보다 쉽걸랑요.
grenev	-	어깨 관절 각도를 약간 바꿔준다든지, 발톱을 하나씩 천천히 뽑는다든지……
noel	-	…….
grenev	-	이런, 갑자기 분위기가 싸해졌군요. 농담입니다.^임무를 받을 때 고문 허가까지는 없었는지라.	
arcadia	-	(……형편없는 유머감각이군.)
blank	-	하지만, 사람을 아프게 만드는 방법이라…… 알아두면 의외로 유용할지도 모르겠다. 그 자를 찾아내면 정보를 뽑아내야 할 테니까.
blank	-	문제는 더 이상 단서도 없고 그 자의 정체도 전혀 모른다는 것이다.^아무런 기약도 없이 헤매는 나날.
noel	-	달케니르. 어제 포착한 신호의 내용은 확인했겠지?
darkenir	-	핀토스 쪽에서 시도한 통신 내용을 모두 기록했으며, 신호 해석법은 그레네브에게 잘 넘겨받았습니다.	
blank	-	또 다른 집행관, 달케니르 쟌 시리우스가 대답했다.^나와는 소수민족 출신이라는 공통점이 있는 동료.
blank	-	그는 수인족이다. 자기들끼리는 스텔라리엔이라고 부르던가?
*	Glos	플레이아데스1
blank	-	유니티 제국의 식민지인 <color=red>플레이아데스</color>의 왕자 자격으로 이 자리에 들어왔다.	
arcadia	-	(실제로는 제국 측에서 요구한 볼모인 셈이지만 말이지.)	
*	Glos	친위국2
darkenir	-	<color=red>정보부</color>에 의뢰하여 신호의 해독은 끝내 뒀습니다.	
darkenir	-	“발신자, 레이나 핀토스. 모든 생존자는 2월 1일 해질녘, 텔루르 산 제3봉 중턱의 높은 삼나무 아래서 모일 것.”	
darkenir	-	“본 대표는 의무를 다하기 위해 핀토스 저택에 방문한 후 합류하겠다.”^이상입니다.
bianca	-	놈들의 계획을 알아냈군요! 노엘 님, 이건 분명한 기회입니다!
arcadia	-	(당신은, 아직 노력할 이유를 잃지 않은 건가?)
noel	-	잔당의 회합 시간에 맞춰 습격할 본대를 파견하겠다.	
noel	-	동시에, 본거지로 돌아오는 레이나 핀토스는 별동대로 노린다.^이렇게 하면 두 번의 기회를 잡을 수 있겠지.	
*	FO			
*	BG	City		
*	Colorful
*	FI			
blank	-	<color=yellow>제국력 518년 1월 29일, 제도 모나폴리, 중앙지구 시가지</color>	
arcadia	-	…….	
blank	-	나와 아이린의 부대는 레이나 핀토스가 등장할 때를 대비해 핀토스 저택을 에워싼 지역을 순찰하게 되었다.	
blank	-	나머지 부대들은 핀토스 가문 회합 장소로 출정한다고 한다.	
blank	-	예전대로라면 아이린과의 공동 임무라 기뻤겠지만,^언제부턴가 그런 생각도 들지 않게 되었다.	
arcadia	-	(미로 속에서, 어디를 가도 막다른 벽만 존재하는 듯한…….)	
blank	-	무슨 일이 있었는지 본인에게 들을 수도 없었다.^자신이 아이린이었다는 사실조차 잊어버렸으니까.	
blank	-	그 아이를 되돌릴 수 있다면 영혼이라도 넘길 수 있을 것 같았다.	
blank	-	더 높은 자리에 도달하면 뭔가 방법이 생길 거라는 막연한 기대에,^남들에게는 그저 야심가처럼 보이는 생활을 계속했다.	
arcadia	-	(처음부터 막다른 길이었던 건가?)
blank	-	귀족이나 정치가가 아닌, 현장에서 직접 뛰는 실무자로서는 더는 올라갈 곳이 없는 지위까지 도달했다.	
blank	-	하지만 직무와 관련되지 않은 정보는 마음대로 조사할 수조차 없었고,^아이린은 여전히 명령에 따라 움직이는 인형이었다.	
arcadia	-	(이것이 결코 이뤄질 수 없는 희망이라면, 내가 상부의 명령을 따르는 것은 무슨 의미가 있지?)
blank	-	결국 우리는 똑같은 인형일 뿐이다.^단지, 한쪽은 자각이 있고 한쪽은 없다는 차이가 있을 뿐.	
arcadia	-	(그래, 지금은 가까이에서 이야기를 나눌 수라도 있으니까…….)	
blank	-	현실에 안주하는 것도 나쁘지 않을지 모른다.^더는 나아갈 곳도, 그 아이를 되찾기 위해 할 수 있는 것도 없다.	
blank	-	모든 임무에 적극적으로 임하던 나의 태도가 최근 급격하게 달라진 것은 이 때문이다.	
*	SE	Smite
arcadia	-	음?	
beggar	-	아이고! 죄송합니다!^한 번만 못 본 걸로 해주시면 다시는 이 근처에 얼씬도 않겠습니다!	
blank	-	누더기를 걸친 거지가 허둥지둥하며 엎드려 머리를 조아리고 있었다.	
arcadia	-	(동냥 그릇을 걷어차버렸군. 생각에 너무 열중했나……)	
blank	-	유니티 제국에서 구걸은 불법이다. 특히 멀쩡한 몸으로 일할 수 있는 사람은 더더욱.
blank	-	구걸을 한 자는 태형에 처하며, 상습범은 작업장에 강제 수용한다.	
blank	-	예전 같으면 당장 붙잡아서 치안법원에 넘겼겠지만, 지금은…….	
arcadia	-	(제국의 산업 발전 따위, 나와는 상관없지.)	
beggar	-	……나으리?
*	SE	Bomb
blank	-	무시하고 그냥 갈 길을 가려던 순간 먼 곳에서 폭음이 들려왔다.
*	SE	Fire
arcadia	-	(불이 났나……?!)	
*	SE	Shield		
blank	-	멀리서 연기가 피어오르는 것을 넋 놓고 바라보다가 아이린에게서 온 신호에 정신을 차렸다. 레이나 핀토스를 발견했다는 의미.	
arcadia	-	(……지금은 정해진 일을 하도록 할까.)	
blank	-	아이린을 찾아가자, 목표물은 정체불명의 일행 하나와 같이 있었다.	
*	Battle	91
