Script#40		
*	BG	Library
*	BGM	BGM_Urgent
deus	-	끝났군. 자네는 승자가 될 자격이 있네. 해치우게.
blank	-	나는 유물이 깨어나는 순간, 그걸 가지고 여길 벗어날 준비를 했다.
*	SE	Run
eugene	-	여기서 이럴 때가 아냐! 빨리 도망쳐!
deus	-	……자네는 또 뭔가?
lucius	-	유진 님?
*	SE	Barrage
blank	-	그러나, 내 원대한 목표의 첫 단계를 달성하기 직전.^굉음과 함께 또 다른 불청객들이 입구에서 나타났다.
bianca	shout	이런, 망할 사기꾼 아저씨 같으니!
arcadia	-	자중지란은 끝났나?
karldrich	-	제길, 여기까지 따라오다니!
noel	-	너희는 죄악의 대가를 치를 때까지 우리에게서 벗어날 수 없을 것이다.
ratice	-	우리가 싸우다 지치기를 기다린 건가! 큰일이군.
grenev	-	그럼, 실컷 발악해 보라고!
blank	-	그들은 노골적인 적의를 드러내고 있다.^수는 어림잡아도 백이 넘으니 혼자서 전부 해치울 수는 없다.
blank	-	조금 큰 주문이라면 어떻게든 되겠지만 그러려면 시간이 필요하다.^바보가 아닌 이상 그 때까지 기다려주진 않겠지.
deus	-	……오늘따라 불청객이 너무 많군. 제복 차림을 보아하니 군부 관계자인가?
*	SE	BattleCry
sepia	-	입으로 시간을 벌 수는 없을 것이다. 전위대 돌격!
deus	-	이런, 역시 이 정도에 넘어갈 만큼 바보는 아니구먼.
reina	irritated	여기를 어떻게 알고……!
bianca	yell	우릴 너무 무시하는데? 마차 자국은 굉장히 쉽게 찾을 수 있는 흔적이라고!
darkenir	-	머리를 굴려서 도중에 내리고 걸어서 이동한 것 같지만 소용없느니라.
darkenir	-	델파이 핀토스가 남긴 기록과 연관지어 생각하면,^그대들의 계획은 너무나 투명하게 들여다보였으니.
reina	-	…….
deus	-	(델파이인지 하는 녀석도 핀토스인가.^쳇, 요즘 것들은 제대로 하는 게 없군.)
*	SE	Gun
kashasty	-	큭, 더 이상은…….
blank	-	권총을 쥔 여자는 오른팔로 어깨를 움켜쥔 채 가쁜 숨을 몰아쉬고 있다.
blank	-	다른 녀석들도 상황은 비슷했다. 이대로는 승산이 없다.
deus	-	(모나드의 유물은 포기하는 수밖에 없나.)
*	SE	Bomb
blank	-	천장에 충격파를 쏘자 균열이 일어나며 입구가 무너지기 시작했다.
arcadia	-	무슨……! 같이 죽겠다는 거냐?!
blank	-	당황한 적들이 물러나자, 두 진영 사이를 무너진 돌덩이들이 막았다.
deus	-	시간이 없네! 안쪽으로!
*	FO	
*	BG	RockMountain_Snow
*	BGM	BGM_Solve
*	FI	
blank	-	비밀 통로의 구조는 장치의 술식만큼이나 복잡하다.^반나절은 지났을 무렵에 동굴을 빠져나왔다.
curi	-	하아, 이리저리 쏠려서 가방 속이 엉망진창이네요. 깨진 건 없으려나…….
eren	-	그보다 방금 들은 이야기가 사실이라면 큰일이군.^저 녀석들이 산을 깎아서라도 유물을 발굴해낼 게 뻔하니까.
deus	-	자네들의 피가 없다면 그저 솜씨 좋은 장인이 만든 무기, 그 이상도 이하도 아닐세.
deus	-	허나 내가 제공할 수 있는 비장의 수단을 쓸 수 없게 된 것도 사실이니 어떻게 할 것인가가 문제로군.
ratice	-	인터내셔널 측에서 곧 사람이 도착할 겁니다.^동굴 안쪽으로 도망칠 때부터 긴급 지원을 연락해 뒀으니까요.
yucrrem	-	스펜타 뮤. 초면이 아닌 분들도 계시군요.
blank	-	웬 수인족 하나가 큰 자루를 둘러메고 나타나 말을 걸었다.
blank	-	늙은 나보다도 키가 머리통 반 개쯤 낮았지만, 예전에 들은 바로는 저 정도면 성장이 끝난 수인 개체겠지.
karldrich	-	오, 마뉴부르크 쪽에서 만났던가? 플레이아데스의 대리자라고 들었지.
blank	-	내가 정체를 묻기도 전에 이야기는 알아서 진행되기 시작했다.
lenien	-	응? 저분은 인터내셔널 소속이라고 들었던 것 같은데요?
deus	-	(인터내셔널……?)
blank	-	깨어난지 얼마 안 되어 알아야 할 것이 많다.^최대한 정보를 파악하기 위해 가만히 듣기로 했다.
yucrrem	-	정확히는 둘 다입니다.
karldrich	-	뭐라고?!
