Script#6-1				
*	BG	RockMountain		
*	BGM	BGM_Normal		
blank	-	<color=yellow>제국력 518년 1월 23일, 텔루르 산</color>	
lenien	-	……이런. 망했나, 이거?	
blank	-	여비가 부족하니 산을 넘어서라도 지름길로 가야겠다고 결정한 게 실수였다.	
blank	-	여행자를 노리는 잡범이나 괴수는 오히려 별 문제가 안 됐지만,^험준한 산 속에선 지도를 아무리 봐도 위치를 파악하기 힘들었다.
blank	-	도착 예상 날짜를 한참 넘겨서 식량은 여분까지 바닥날 지경인데,^돈이 있더라도 이런 산골짝에 식료품점 같은 건 없다.
*	Quiver	On
lenien	-	(온몸이 뻐근한 데다 덜덜 떨리는 게 심상치 않은데……?)
*	SE	EarthQuake		
blank	-	약간의 시간차를 두고 찾아온 굉음에 떨리는 건 몸이 아니라 땅이었다는 사실을 깨달았다.
lenien	-	뭐, 뭐지?! 산사태까지 일어나다니 이게 말이 돼?
blank	-	소리가 난 쪽을 돌아봤지만, 땅이 흔들리는데다 책만 읽다 보니 나빠진 눈 탓에 저 멀리가 잘 보이지 않았다.	
*	Quiver	Off
blank	-	어떻게든 눈을 찌푸려가며 자세히 보자 처음 보는 양식의 아담한 건물이 하나 있었다.
lenien	-	헉, 왜 저런 걸 여태껏 못 본 거지? 몸 상태가 안 좋아서 그런가…….^어쨌든 가서 뭐라도 찾아볼까.
*	SE	Walk
*	MovingFade	0.6
*	FI			
*	Glos	자바 연방 공화국1
blank	-	가까이서 본 형태는 더욱 생소했다.^<color=red>연방</color>에서도, 제국에서도 이런 건물은 본 적이 없다.
lenien	-	(뭐, 상관없겠지.)
*	SE	Knock
lenien	-	이봐요! 지나가는 나그네한테 도움 좀!
*	SE	Door
blank	-	한참이 지나도록 아무 반응이 없어서 무심코 손잡이를 돌리자 문이 열렸다.
*	FO
*	BG	Library
*	BGM	BGM_Urgent	
*	FI
blank	-	아랫층에는 사람이 한 명 쓰러져 있었다.	
lenien	-	이게 뭐야! 시체?!
lenien	-	아직 젊어 보이는데, 나이로 보나 장소로 보나 자연사는 아니겠고…….	
lenien	-	설마, 여기 위험한 곳인가?	
reina	irritated	으윽…….	
lenien	-	헉, 사, 살아 있었네!	
*	SE	Push
blank	-	젊은 여자는 갑자기 일어나, 나를 세게 밀쳤다.^쓰러져 있던 사람에게 그런 기운이 있었나 싶을 정도로.	
reina	shout	누, 누구냐!	
blank	-	상대는 노골적으로 경계하면서 신속하게 거리를 벌렸다.
blank	-	나는 주위의 에테르를 손끝으로 끌어모으며 전투의 가능성에 대비했다.	
*	BGM	BGM_Prelude		
lenien	-	……내 이름은 리니안. 길 잃은 나그네죠.^자바 연방 공화국에서 왔습니다.	
reina	-	어? 유니티 사람이 아니라고요?	
blank	-	상대는 내 말에 긴장이 좀 풀린 듯한 반응을 보였다.
lenien	-	(……어라? 연방과 제국의 관계는 상당히 나쁜데 왜 이러지? 설마 동향 사람?)
lenien	-	네, 제국의 마법학회에 가입하고 싶어서 찾아왔죠.	
reina	-	고향에도 마법을 공부할 곳은 있지 않나요?	
lenien	-	(하, 이 사람도 어김없이 그 질문이군.)	
lenien	-	자바 마법학계엔 미래가 없어요.^이익에 눈이 멀어 학문의 순수성을 더럽히는 멍청이들 뿐이니까.	
lenien	-	나라의 자원이 부족하다는 핑계를 대지만 그런 정신머리로는 수정이 남아돌아도 안 될 걸요?	
reina	-	풋, 그래서 통제된 국경을 넘어서 어쩌다 보니 이 산구석까지 오셨다?	
lenien	-	……참나, 내가 생각해도 못 믿을 이야기네요.	
reina	-	그러게요. 너무 허무맹랑해서 오히려 거짓말 같지가 않네요.	
*	BGM	BGM_Pintos		
reina	-	저는 레이나 핀토스. 당신이 찾는 제국 마법학회의 수장……이었죠.^얼마 전까지는.	
*	FO			
*	FI			
blank	-	적당한 곳에 앉아 쉬면서 식사와 차를 얻어먹는 동안 무슨 일이 있었는지 레이나 핀토스 본인의 시각에서 들을 수 있었다.
blank	-	죄다 장기 보관용이라 썩 품질이 좋지는 않았지만 이 상황에 그런 걸 가리지 않을 정도의 눈치는 있다.
lenien	-	흠, 그랬군요. 오는 길에 신문에서 핀토스와 하스켈이 쌍으로 망했다길래 뭔 소린가 했더니만.
reina	irritated	……안 망했거든요?
lenien	-	(제국 정세도 난장판이로군. 뭐, 좋아. 세상이 어지러울수록 정말로 능력 있는 사람의 진가가 드러나는 법이지.)	
lenien	-	그럼 제가 도와드릴까요?
*	FO			
*	BG	LibraryCrystal		
*	FI			
reina	-	핀토스의 생존자들을 찾아서 뭉쳐야 해요.
*	Glos	수정1
*	SE	Walk
blank	-	그는 수정으로 된 웅장한 크기의 물체를 향해 천천히 걸어갔다.^천장까지 닿을 듯한 높이였다.	
