Script#63
*	BG	Forest
*	BGM	BGM_Pintos
blank	-	<color=yellow>제국력 518년 3월 15일, 북부전선, 연방군 제2방어선 근처</color>
blank	-	기적. 요행을 바라는 바보들이나 쓰는 표현이라 내키지 않지만, 그보다 나은 단어를 머릿속에서 찾아낼 수 없었다.
eren	-	대체 무슨 일이 벌어진 거지?
blank	-	폭우가 쏟아져 숲을 통째로 집어삼키던 폭염은 완전히 사그라들고, 숲을 둘러싼 제국군의 진형에 수십 번의 낙뢰가 꽂혀 포위망은 엉망이 되었다.
blank	-	덕분에 수월하게 빠져나올 수 있었지만…….
kashasty	-	날씨가, 대체…….
eren	-	이런 말도 안 되는 게 자연현상일 리가 없잖아?
lenien	-	하지만 마법이라고 해도 말이 안 되는 건 마찬가지지.
curi	-	……그럼 뭐죠?
karldrich	-	뭐, 잘은 모르겠지만 아무튼 잘 됐잖아? 개자식들, 천벌을 받은 거지!
blank	-	무지. 알지 못하는 것.^대부분의 하찮은 인간들은 모르는 것을 부끄러워하지조차 않으며, 그저 두려워하고 배척할 뿐이다.
eren	-	(네놈같은 그 멍청한 사고방식이 날 이렇게 만들었어.)
*	FO
*	BG	Village
*	BGM	BGM_Sad
*	FI
man	-	이 악마 새끼! 네놈이 내 딸을 죽였어! 그렇지! 당장 실토해!
blank	-	순간 의지와 상관없이 시야가 천장으로 들려 올라갔다. 멱살을 잡혔다는 사실이 조금 늦게 뇌리에 새겨졌다.
eren	-	아니, 그, 그건 전혀 상관없는…….
man	-	거짓말 집어치워! 살려내라고!
eren	-	(일단 기절시키자. 진정하고 나면 돌아가겠지.)
blank	-	뒤에서 나를 배척하고 악마라고 손가락질하면서도 도움이 필요할 때만 웃는 낯으로 대하는 거, 알고 있어.
blank	-	그건 너무하지 않아? 필요할 때만 이용하고, 잘 되면 그냥 넘어가고, 안 되면 내 탓인 거야?
blank	-	순간 찢어지는 듯한 비명소리에 정신이 들었다.
eren	-	……아.
blank	-	불안정한 자세에 흔들리는 집중력. 그 탓에 실수하고 만 것이다.
*	FO
*	BG	Forest
*	BGM	BGM_Urgent
*	FI
karldrich	-	야, 저거 그 수인족 동지 아냐?
lenien	-	……맞는 것 같은데?
curi	-	쫓기고 있는 것 같은데요? 뒤에 있는 건, 괴수인가?
kashasty	-	일단 도와주죠!
*	Battle	321
