Script#44
*	BG	Inn
*	BGM	BGM_Peace

lenien	-	흥. 어딜 가나 멍청이들뿐이네.
blank	-	사람은 대부분 별 볼일 없는 자들뿐이다. 스스로가 별 것 아니라는 사실을 받아들이고 살거나, 그렇지 못해서 집단의 위세에 자신을 투영하거나.
blank	-	어느 쪽이든 원래의 가치가 달리지지는 않지만, 후자의 경우는 다른 사람에게 자기들의 방식을 강요하기 십상이다.
blank	-	대단한 학교의 일개 학생 주제에, 강한 조직의 일개 톱니바퀴 주제에, 잘나신 조국의 일개 백성 주제에, 개체와 집단을 동일시하는 오류를 저지르는 것이다.
eren	-	너, 친구 없었지?
lenien	-	……뭐라고?
eren	-	세상 놈들은 대부분 답도 없이 멍청해서 상종할 게 못 되거든.
blank	-	조그만 게 못 하는 말이 없군. 맞는 말이지만.
lenien	-	후후, 그건 그래.
eren	-	본 적 없는 주문을 쓰던데, 직접 고안한 거야? 에테르 흐름이 상당히 효율적이더라.
blank	-	보기만 해서 주문의 에테르 효율을 파악했다고?
lenien	-	너, 보통이 아닌데.
blank	-	이 녀석이라면, 내 지식의 대단함을 이해할 수 있을지도 모른다.
lenien	-	좋아. 내 평생의 연구 결과를 간단히 설명해줄 테니 거기 앉아서 들어보라고.

*	Script	Scene#23-1
