Script#79
*	BG	RockMountain
*	BGM	BGM_Prelude
blank	-	<color=yellow>제국력 518년 3월 23일, 플레이아데스 산 중턱</color>
lucius	-	대신관께서 잡혀 있다면 도우러 가는 것이 도리다. 우리가 여기까지 올 수 있었던 것도 그분의 도움 덕분이 아닌가?
eren	-	도리는 개뿔, 이건 전쟁이야. 한 명 모가지에 연연하면 아무것도 못 한다고.
karldrich	-	인터내셔널의 두목님이라면 중요하지! 다른 녀석들과는 다르다고.
json	-	의도적으로 흘린 정보일 가능성도 배제할 수 없어. 우리가 올 것을 예상하고 길목을 막고 있던 녀석이니까.
yeong	-	섣부른 진격은 위험합니다. 적의 의중을 명확히 알지 못하는 이상 정찰을 하며 천천히 진군하는 것이 정석이죠.
darkenir	-	……뭐, 그리 판단하는 것도 이상하지 않지. 이해한다.
blank	-	그는 절레절레 고개를 흔들며 자리를 털고 일어섰지만, 그 눈에서는 이미 빛이 사라져 있었다.
darkenir	-	너희가 돕지 않는다면 나는 이만 떠나겠노라.
lucius	-	잠깐, 묻고 싶은 게 있어.
blank	-	돌아서던 발걸음이 멈췄다.
lucius	-	너는 지금까지 우리의 적이었다. 그동안 너는 무엇을 위해 싸웠지?
darkenir	-	스텔라리엔 민족, 그리고 플레이아데스의 백성들을 위해서.
blank	-	……민족, 백성. 대의를 위해서.
blank	-	의도가 옳다면 결과도 옳아야만 한다. 비록 정의가 바로서는 데 시간이 걸릴지라도.
lucius	-	그렇다면 너는 틀리지 않았어.
blank	-	다른 사람들을 보고 이야기를 시작했다.
lucius	-	꼭 대신관님 때문이 아니더라도, 빨리 움직이는 것은 중요합니다. 놈들에게 시간을 줄수록 더 위험해질 수도 있으니까요.
ratice	-	확실히 그 말도 일리가 있어.
kashasty	-	그럼, 어서 준비하죠!
lucius	-	(내가, 틀리지 않게 만들어줄 테니까.)
*	Battle	401
