Script#70
*	BG	Camp
*	BGM	BGM_Solve
*	SE	Bomb
blank	-	아론 핀토스가 탄 기체는 앞으로 기울어지며 땅에 부딪쳐 굉음을 내고 쓰러졌다.
ratice	-	(대체 무엇을 위해 이렇게까지 하는 거지?)
eichmann	-	……칫, 하여튼 끝까지 쓸모없는 녀석.
sepia	-	그가 자초한 일입니다. 최소한의 대피 준비를 마쳤으니 철수하죠.
eichmann	-	젠장, 반역자 놈들한테 기지를 내주다니.
sepia	-	현장에서는 최선을 다했어요. 이 다음부터는 전력을 배치한 지휘부의 역할입니다.
sepia	-	무리하다 전멸하는 게 국가에 훨씬 누를 끼치는 짓이에요.
karldrich	-	도망치게 둘 것 같냐!
json	-	그만둬.
blank	-	제이선이 뒤쫓으려던 아돌의 어깨를 잡으며 제지했다.
json	-	우리는 저들이 가는 곳에 무엇이 있는지 모른다. 함정일 수도 있어.
kashasty	-	맞아요. 우리의 목적은 이 기지를 빼앗는 거지 상대를 붙잡는 게 아니니까요.
*	FO
*	BGM	BGM_Sad
*	FI
blank	-	상대편이 물러간 기지에는 적막만 감돌고 있었다.
lucius	-	……그들에 대해서 알고 있습니까?
json	-	내가 그들과 만나기보다도 훨씬 전…… 먼 옛날의 그놈들을 아는 것 같더군요.
ratice	-	……긴 이야기가 되겠네요.
*	FO
*	BG	MeetingRoom
*	BGM	BGM_Peace
*	Gray
*	FI
blank	-	법정에 정의가 없다는 사실, 그리고 그 사실 앞에서 할 수 있는 것은 아무것도 없다는 또 다른 사실에 좌절한 후 택한 일은 의료였다.
blank	-	사람을 살리는 일. 적어도 내 손으로 남을 해치도록 강요받는 일은 없을 테니까.
eichmann	-	기사 수련생입니다. 실전처럼 훈련시키다 보니 다치는 일이 많아서 말이죠.
ratice	-	그런가요? 하지만 이 아이는 다리 손상이 심한데요. 다른 일을 알아보는 게…….
ratice	-	지금 그만두면 일상 생활에는 문제가 없지만, 자칫 더 크게 다치면 걷는 것조차 어려워질 수 있어요.
eichmann	-	흐음…… 그렇군요. 알겠습니다.
blank	-	이런 일은 꽤 자주 있었지만, 기사들도 힘들고 고생이 많구나 하고 생각할 뿐이었다.
*	FO
*	BGM	BGM_Urgent
*	FI
ratice	-	(살아라. 부탁이니 제발 살아 다오.)
blank	-	이 아이는 지금까지 내가 저질러 온 치명적인 실수, 죄의 증거.
blank	-	평소에 머리로만 알고 있던 지식까지 총동원해서 필사적으로 출혈을 막고 간신히 안정시켰다. 그제야 제정신이 돌아왔다.
ratice	-	……이제 어떻게 하죠?
tien	-	제가 데려가죠. 이런 끔찍한 일은 잊어버리고 평범하게 살 수 있도록 도울 테니까.
*	FO
*	BG	Camp
*	BGM	BGM_Sad
*	Colorful
*	FI
ratice	-	녀석들은 아이들을 데려다 세뇌시키고 도구처럼 다룰 수 있게 만들었어요. 그리고 따라가지 못하는 녀석들은 실험체로 쓰고 버렸죠.
ratice	-	분명 아까 그 두 사람은…… 남자 쪽은 그 악행의 협력자, 여자 쪽은 그 결과물이겠죠.
json	-	에히만이 그런 짓을 했다니…… 잠깐, 그렇다면?
kashasty	-	무, 무슨 일이죠?
json	-	세피아. 그 여자는 예전에 완전히 다른 사람이었다고 계속 주장하던 녀석이 있었어요. 늘상 하는 소리라서 신경쓰지 않고 있었는데……!
ratice	-	……어쨌든 제 이야기는 끝났어요.
ratice	-	비록 씻을 수 없는 죄인이지만, 조금이라도 속죄하기 위해 이 전쟁이 끝날 때까지 싸울 생각이죠…… 털어놓으니 조금은 편하네요. 뻔뻔하게도.
eugene	-	아니, 그건 잘못이 아니잖아? 다시 생각해 보라고. 앞길 창창한 젊은 애들의 미래를 생각해서 충고한 것뿐인데.
eugene	-	일부러 그 짓에 가담한 것도 아니고 녀석들에게 속아서 이용당했을 뿐이잖아. 안 그래?
ratice	-	하지만 제가 이야기하지 않았다면, 많은 아이들이 그렇게 죽어가지는 않았을 거예요!
eugene	-	바보같은 소리! 다른 사람이 그 자리에 있었어도 똑같이 벌어졌을 일이야!
ratice	-	……어쨌든 전 저를 용서할 수 없어요. 영원히.
blank	-	망가진 기계의 잔해들이 흘리는 저주받은 피 웅덩이들을 비추던 노을조차 점차 어둠에 삼켜지고 있었다.
*	Script	Scene#36-1
