Script#57

*	BG	Camp
*	BGM	BGM_Prelude

blank	-	<color=yellow>제국력 518년 3월 11일, 유니티 제국령, 제국군 점령지</color>
bianca	-	근처 지역을 완전히 섬멸하겠다고요?
commander	-	적 비정규군의 존재는 직접 목격했을 것이오.
blank	-	물론 바로 며칠 전 일이니 확실하게 기억하고 있다.
commander	-	우리가 이 지역을 점령한 후 적의 본대는 철수했소. 그렇다면 놈들이 먹지도 자지도 않고 싸우는 괴물이 아닌 한, 누가 돕고 있을 거라 생각하시오?
sepia	-	민간인이겠죠.
*	SE	Tap
noel	-	터무니없군요!
blank	-	탁자를 치며, 노엘 님치고는 드물게 감정을 드러내는 방식으로 의견을 내놓았다.
bianca	-	(노엘 님…….)
blank	-	지나치게 선량한 분이다. 먼 옛날, 노예상에게 붙잡혔다가 구출된 아이들을 그냥 두지 못하고 데려올 만큼.
commander	-	다른 대안이 있다면 들어보죠.
blank	-	그분이 아니었다면 지금의 나는 없었을 것이다. 하지만.
noel	-	아군의 실질적 피해는 미미하죠. 게다가 적 부대는 이미 격파하지 않았나요?
commander	-	그건 운이 좋았을 뿐이죠. 다른 마을에서 똑같은 방식으로 나오지 않으리라는 보장은 없을 텐데요?
noel	-	결국 그들도 미래의 제국 백성입니다. 그런 학살은 용납할 수 없어요.
commander	-	군에서 강행하겠다면 어쩌시렵니까? 방해라도 하시련지요?
blank	-	노엘 님은 이를 악물고 한참 동안 노려보더니 조용히 대답했다.
noel	-	적어도 협력할 수는 없어요. 제가 지휘하는 집행부만큼은 참여하지 않을 겁니다.
grenev	-	뭐라고요?! 얼마만에 이렇게 좋은 기회가 생겼는데!!
darkenir	-	이런 멍청이! 이럴 때만이라도 입 좀 다물고 있거라.
commander	-	흐음, 친위국이 이렇게 비협조적으로 나올지도 모른다는 생각은 했는데 말이죠.
blank	-	그는 품 안에서 봉투를 꺼내놓았다. 안에는 짤막한 글귀가 적혀 있었다.
commander	-	통신으로 받은 것이라 직인은 없지만, 제 목을 걸고 말씀드리건대 폐하의 명입니다. 출정하시지요.
noel	-	그런 명을 미리 받아뒀다고요?!
commander	-	아까도 말씀드렸듯이, 혹시나 해서 말이죠. 쓸모가 있어서 다행이군요.
blank	-	그는 어깨를 한 번 으쓱하며, 군부의 경쟁 상대인 우리 조직에 한 방 먹여서 즐겁다는 듯이 명백한 비웃음을 흘렸다.
noel	-	……절반, 절반입니다.
noel	-	말씀하신 그대로, 언제 적이 다시 습격해올 지 모르는 일이죠. 집행부의 절반은 대기시켜야 하니, 전력의 반만 보내겠습니다.
blank	-	아까 적의 위협은 없다고 했던 말과 달라졌지만, 사령관은 이미 목표를 달성해서 상관없다는 듯 굳이 지적하지 않았다.
commander	-	그러시지요.

*	FO
*	BG	Village
*	FI

blank	-	지금까지 만난 적들은, 모두 유니티 제국을 부정하고 있었다.

*	FO
*	Gray
*	BG	Grassland
*	FI

bianca	-	어째서 그런 능력이 있으면서 좋은 데 쓰지 않는 거야! 왜! 이 악당!
reina	-	글쎄? 네가 말하는 ‘좋은 데’…….^그건 그냥 네 생각이잖아?

*	FO
*	FI

ratice	-	널 죽을 뻔하게 만든 것도 유니티 제국일지도 몰라.

*	FO
*	Colorful
*	BG	Village
*	FI

blank	-	물론 다 거짓말일 게 뻔하다. 뻔하지만. 혹시……?
bianca	-	……저기, 아르카디아.
blank	-	이번 작전에 출전하게 된 집행관은 세 명. 진지한 이야기라면 그레네브보다는 아르카디아 쪽이 낫다.
arcadia	-	무슨 일이죠?
blank	-	그는 언제나처럼 눈썹 하나 까딱하지 않고 무표정한 모습으로 돌아보며 친절한 말투로 되물었다.
bianca	-	있잖아, 제국에 대해서 어떻게 생각해?
arcadia	-	추상적인 질문이군요. 어떻게 생각하냐뇨?
bianca	-	우리가 하는 일은 옳은 걸까? ……그렇겠지?
arcadia	-	…….
blank	-	그는 눈을 감고 한동안 침묵했죠.
arcadia	-	물론이죠. 거기에는 의심의 여지가 없습니다.
bianca	-	그, 그렇지?
grenev	-	뭐, 그딴 거 알 바냐?
bianca	-	(그래, 난 분명 틀리지 않았어……!)
*	SE
arcadia	-	신호가 왔습니다. 잡담은 그만두고 작전을 시작하죠.

*	Battle	291
