-----	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	P0601	P0602
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	P0601
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	N0200	N0200	N0200	N0200	N0200	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	W0100	W0100	W0100	W0100	W0100	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	W0100	W0100	W0100	W0100	W0100	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	N0200	N0200	N0200	W0100	W0100	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	W0100	W0100	W0100	W0100	W0100	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	W0100	W0100	W0100	W0100	W0100	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	N0200	N0200	N0200	N0200	N0200	N0200	N0200
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100
M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	P0601
-----	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	M0100	P0601	P0602
